date,volume_usd,revenue_observed_usd,revenue_estimated_usd,revenue_blended_usd,revenue_100_usd,revenue_50_usd
2023-06-22,42600653.0,,11376.074865626566,11376.074865626566,11376.074865626566,5688.037432813283
2023-06-23,48699936.0,,13004.826895193892,13004.826895193892,13004.826895193892,6502.413447596946
2023-06-24,33119579.0,,8844.249646174048,8844.249646174048,8844.249646174048,4422.124823087024
2023-06-25,36578443.0,,9767.904403626255,9767.904403626255,9767.904403626255,4883.952201813127
2023-06-26,33150061.0,,8852.389556941474,8852.389556941474,8852.389556941474,4426.194778470737
2023-06-27,39510935.0,,10550.996825586335,10550.996825586335,10550.996825586335,5275.4984127931675
2023-06-28,35413028.0,,9456.692078089269,9456.692078089269,9456.692078089269,4728.346039044634
2023-06-29,35390897.0,,9450.782217673486,9450.782217673486,9450.782217673486,4725.391108836743
2023-06-30,39086569.0,,10437.674163926044,10437.674163926044,10437.674163926044,5218.837081963022
2023-07-01,36651304.0,,9787.361199060457,9787.361199060457,9787.361199060457,4893.680599530228
2023-07-02,40343065.0,,10773.20875219539,10773.20875219539,10773.20875219539,5386.604376097695
2023-07-03,27061348.0,,7226.460139302882,7226.460139302882,7226.460139302882,3613.230069651441
2023-07-04,27624319.0,,7376.795868738219,7376.795868738219,7376.795868738219,3688.3979343691094
2023-07-05,50915069.0,,13596.355828924556,13596.355828924556,13596.355828924556,6798.177914462278
2023-07-06,50223244.0,,13411.610937950418,13411.610937950418,13411.610937950418,6705.805468975209
2023-07-07,53300854.0,,14233.455658668689,14233.455658668689,14233.455658668689,7116.727829334344
2023-07-08,62441572.0,,16674.392239936125,16674.392239936125,16674.392239936125,8337.196119968063
2023-07-09,58613164.0,,15652.054483184751,15652.054483184751,15652.054483184751,7826.0272415923755
2023-07-10,96687725.0,,25819.48211420875,25819.48211420875,25819.48211420875,12909.741057104375
2023-07-11,65743655.0,,17556.1802120715,17556.1802120715,17556.1802120715,8778.09010603575
2023-07-12,50496659.0,,13484.623657013322,13484.623657013322,13484.623657013322,6742.311828506661
2023-07-13,32560465.0,,8694.943889700788,8694.943889700788,8694.943889700788,4347.471944850394
2023-07-14,55590451.0,,14844.86945282142,14844.86945282142,14844.86945282142,7422.43472641071
2023-07-15,31850295.0,,8505.300151438794,8505.300151438794,8505.300151438794,4252.650075719397
2023-07-16,26949231.0,,7196.52042486448,7196.52042486448,7196.52042486448,3598.26021243224
2023-07-17,55501081.0,,14821.004095388025,14821.004095388025,14821.004095388025,7410.502047694013
2023-07-18,54580517.0,,14575.176760708422,14575.176760708422,14575.176760708422,7287.588380354211
2023-07-19,46421016.0,,12396.264286241074,12396.264286241074,12396.264286241074,6198.132143120537
2023-07-20,49594899.0,,13243.81774094374,13243.81774094374,13243.81774094374,6621.90887047187
2023-07-21,39138392.0,,10451.512973574369,10451.512973574369,10451.512973574369,5225.756486787184
2023-07-22,27909323.0,,7452.903313405864,7452.903313405864,7452.903313405864,3726.451656702932
2023-07-23,26400795.0,,7050.066120631051,7050.066120631051,7050.066120631051,3525.0330603155253
2023-07-24,54456779.0,,14542.133775387918,14542.133775387918,14542.133775387918,7271.066887693959
2023-07-25,38987081.0,,10411.106896606656,10411.106896606656,10411.106896606656,5205.553448303328
2023-07-26,54842067.0,,14645.021051149337,14645.021051149337,14645.021051149337,7322.5105255746685
2023-07-27,47719929.0,,12743.125906694066,12743.125906694066,12743.125906694066,6371.562953347033
